item_type,name,price,capacity,cache,form_factor,interface
SSD,SanDisk Z410,740.51,480.0,,2.5,SATA 6.0 Gb/s
SSD,Intel Pro 6000p,467.96,512.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,Intel 545s,805.5,512.0,,M.2-2280,M.2 SATA
SSD,Micron 1100,866.56,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Mushkin PILOT,622.57,1000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,ADATA SU800,324.76,1000.0,,M.2-2280,M.2 SATA
SSD,SanDisk X600,1018.26,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4610,583.87,480.0,,2.5,SATA 6.0 Gb/s
SSD,PNY XLR8 CS2311,402.32,500.0,,2.5,SATA 6.0 Gb/s
SSD,Centon MP Essential,129.86,240.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston DC500R,407.26,480.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO,324.93,500.0,,2.5,SATA 6.0 Gb/s
SSD,PNY XLR8 CS3040 w/Heatsink,1061.5,1000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Inland Platinum,121.28,256.0,,2.5,SATA 6.0 Gb/s
SSD,V7 V7SSD240GBM2SU,143.94,240.0,,M.2-2280,M.2 SATA
SSD,V7 V7SSD480GBM2SU,172.54,480.0,,M.2-2280,M.2 SATA
SSD,V7 V7SSD256GBNV3U,168.94,256.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,Intel D3-S4620,1125.5,960.0,,2.5,SATA 6.0 Gb/s
SSD,PNY CS2240,346.55,500.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Fantom Drives VENOM8 PS5,1516.33,4000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,VisionTek DLX4,450.59,1000.0,,M.2-2242,M.2 PCIe 4.0 X4
SSD,VisionTek DLX4,242.65,512.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Titanium Micro TH2000,212.27,512.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,Transcend 830S,173.28,256.0,,M.2-2280,M.2 SATA
SSD,Lenovo S4520,1827.96,960.0,,2.5,SATA 6.0 Gb/s
SSD,Nextorage G-Series LE,389.93,1000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Patriot VP4000 Mini,216.61,500.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Micron 2400,411.64,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Seagate Nytro Enterprise,5628.57,3200.0,,2.5,SAS 12.0 Gb/s
SSD,Inland TN446,381.26,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Intel DC P4801X,1334.52,100.0,,2.5,U.2
SSD,PNY CS2130,2166.46,4000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,Western Digital SN520,333.64,512.0,,M.2-2230,M.2 PCIe 3.0 X2
SSD,VisionTek DLX4,649.95,2000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Titanium Micro TH7175,714.9,2000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Fantom Drives VENOM7 PS5,606.36,2000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Crucial M500,900.27,240.0,,mSATA,mSATA
SSD,Intel 540s,1748.58,480.0,,2.5,SATA 6.0 Gb/s
SSD,Intel Pro 5400s,2370.15,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Transcend TS960GSSD220S,417.74,960.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial BX300,303.22,480.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO XMN,705.37,1000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek DLX3,668.93,2000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek DLX4 Pro,2079.41,4000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,VisionTek DLX4,807.19,2000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Intel X25-M,867.03,160.0,,2.5,SATA 3.0 Gb/s
SSD,Intel X25-M,779.72,160.0,,2.5,SATA 3.0 Gb/s
SSD,SanDisk Extreme,693.24,120.0,,2.5,SATA 6.0 Gb/s
SSD,ADATA Premier Pro SP900,1299.68,256.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston SSDNow KC100,1344.27,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel DC S3700,800.65,400.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial M4,986.93,64.0,,mSATA,mSATA
SSD,Intel 530,411.64,180.0,,2.5,SATA 6.0 Gb/s
SSD,OCZ Vector 150,1646.54,240.0,,2.5,SATA 6.0 Gb/s
SSD,Toshiba Q Series Pro,649.69,256.0,,2.5,SATA 6.0 Gb/s
SSD,Transcend MTS400,334.25,128.0,,M.2-2242,M.2 SATA
SSD,Kingston SSDNow V310,1299.9,960.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial M500,1649.88,480.0,,M.2-2280,M.2 SATA
SSD,Silicon Power S60 3K P/E,303.14,120.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek Go Drive,842.68,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 535,645.62,120.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 535,515.63,180.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 535,427.71,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel SSDSC2BB240G601,1364.9,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel SSDSC2BB480G601,1247.77,480.0,,2.5,SATA 6.0 Gb/s
SSD,Intel SSDSC2BB800G601,1513.04,800.0,,2.5,SATA 6.0 Gb/s
SSD,Transcend TS256GSSD370S,515.63,256.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial BX200,658.57,960.0,,2.5,SATA 6.0 Gb/s
SSD,PNY CS2211,238.32,480.0,,2.5,SATA 6.0 Gb/s
SSD,Intel Pro 5400s,667.28,180.0,,2.5,SATA 6.0 Gb/s
SSD,Intel Pro 5400s,1083.25,360.0,,2.5,SATA 6.0 Gb/s
SSD,Patriot Spark,389.97,128.0,,2.5,SATA 6.0 Gb/s
SSD,Seagate Nytro Enterprise,2513.14,960.0,,2.5,SATA 6.0 Gb/s
SSD,Plextor M8VC,437.59,128.0,256.0,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO,939.91,1000.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek 900802,302.01,256.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO,289.57,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4510,801.6,960.0,,2.5,SATA 6.0 Gb/s
SSD,Intel DC S4600,1453.29,1900.0,,2.5,SATA 6.0 Gb/s
SSD,Intel DC S4500,1035.59,960.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston SSDNOW DC500M,563.25,480.0,,2.5,SATA 6.0 Gb/s
SSD,Mushkin RAW,433.26,500.0,,2.5,SATA 6.0 Gb/s
SSD,Intel DC S3500,576.29,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel DC S3520,953.26,480.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO HXS,217.39,256.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO XMN,173.28,256.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO HXS,756.67,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Transcend 220S,952.83,2000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO,1083.21,2000.0,,2.5,SATA 6.0 Gb/s
SSD,Klevv NEO N610,169.07,256.0,,2.5,SATA 6.0 Gb/s
SSD,Timetec 30TT253X2,284.03,1000.0,,2.5,SATA 6.0 Gb/s
SSD,V7 V7SSD1TBM2SU,381.26,1000.0,,M.2-2280,M.2 SATA
SSD,V7 V7SSD1TBNV3U,394.26,1000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,Intel D3-S4520,610.95,240.0,,M.2-2280,M.2 SATA
SSD,Inland TN436,381.26,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,NEMIX RAM NEMESIS,1382.18,4000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Transcend MTE245S,1603.17,4000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Transcend 830S,268.6,512.0,,M.2-2280,M.2 SATA
SSD,OWC Mercury Electra 6G,515.58,1000.0,,2.5,SATA 6.0 Gb/s
SSD,OWC Mercury Electra 6G,866.56,2000.0,,2.5,SATA 6.0 Gb/s
SSD,Lenovo S4520,2741.53,1920.0,,2.5,SATA 6.0 Gb/s
SSD,AGI AI818,1152.88,2000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,AGI AI198,946.72,1000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,Inland TN446,238.27,512.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Patriot VP4000 Mini,346.55,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Intel DC P3700,514.5,400.0,,2.5,U.2
SSD,Seagate FireCuda 520N,511.29,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Patriot VP4000 Mini,758.23,2000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Seagate Nytro Enterprise,3028.77,1920.0,,2.5,SAS 12.0 Gb/s
SSD,Intel DC S3710,835.75,800.0,,2.5,SATA 6.0 Gb/s
SSD,KingSpec NX-2230,194.94,512.0,,M.2-2230,M.2 PCIe 3.0 X4
SSD,Lexar PLAY,389.93,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Toshiba MKx001GRZB,1668.2,100.0,,2.5,SAS 6.0 Gb/s
SSD,Transcend TS256GMSA370,2067.92,256.0,,mSATA,mSATA
SSD,Intel 535,688.95,120.0,,M.2-2280,M.2 SATA
SSD,Lenovo 5300,2546.07,960.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO,216.61,250.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO HXS,1105.26,2000.0,,2.5,SATA 6.0 Gb/s
SSD,Silicon Power XD80,1232.35,1000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO,593.58,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Western Digital SN530,1399.69,1024.0,,M.2-2230,M.2 PCIe 3.0 X4
SSD,Intel D3-S4520,591.02,480.0,,M.2-2280,M.2 SATA
SSD,Fantom Drives VENOM8 PS5,474.25,1000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,VisionTek DLX4 Pro,872.88,2000.0,,M.2-2280,M.2 PCIe 4.0 X4
SSD,Titanium Micro PD560,563.25,2000.0,,2.5,SATA 6.0 Gb/s
SSD,Intel X25-M,1299.9,160.0,,2.5,SATA 3.0 Gb/s
SSD,Intel 320,838.57,160.0,,2.5,SATA 3.0 Gb/s
SSD,Intel 320,887.75,160.0,,2.5,SATA 3.0 Gb/s
SSD,Intel 330,684.09,180.0,,2.5,SATA 6.0 Gb/s
SSD,SanDisk Extreme,1299.86,480.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston SSDNow V+200,693.24,120.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial M4,1636.88,256.0,,mSATA,mSATA
SSD,Intel DC S3500,615.29,160.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston KC300,866.56,240.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston KC300,1343.19,480.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial M500,2113.51,480.0,,mSATA,mSATA
SSD,Kingston SSDNow KC300,522.21,180.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial M550,1636.88,128.0,,mSATA,mSATA
SSD,Seagate 1200 SSD,974.92,200.0,,2.5,SAS 12.0 Gb/s
SSD,Transcend MTS800,606.36,256.0,,M.2-2280,M.2 SATA
SSD,Intel DC P3600,1992.05,400.0,,2.5,U.2
SSD,VisionTek Go Drive,1439.81,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Crucial MX200,1420.23,250.0,,mSATA,mSATA
SSD,Crucial MX200,1637.74,500.0,,mSATA,mSATA
SSD,Transcend TS512GMSA370,1362.12,512.0,,mSATA,mSATA
SSD,VisionTek Go Drive,1524.13,480.0,,2.5,SATA 6.0 Gb/s
SSD,Intel DC S3710,929.21,200.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 535,1326.33,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 535,1295.57,360.0,,2.5,SATA 6.0 Gb/s
SSD,Mushkin Atlas Vital,454.23,250.0,,M.2-2280,M.2 SATA
SSD,ADATA XPG SX930,993.43,120.0,,2.5,SATA 6.0 Gb/s
SSD,Transcend TS512GSSD370S,953.22,512.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 540s,1039.88,360.0,,2.5,SATA 6.0 Gb/s
SSD,Intel 540s,693.24,180.0,,M.2-2280,M.2 SATA
SSD,Intel 750,2058.18,1200.0,,2.5,U.2
SSD,Intel 750,1148.24,400.0,,2.5,U.2
SSD,Intel 750,1559.75,800.0,,2.5,U.2
SSD,Intel Pro 5400s,736.83,120.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO,569.96,500.0,,M.2-2280,M.2 SATA
SSD,VisionTek PRO,990.05,1000.0,,M.2-2280,M.2 SATA
SSD,Kingston SSDNOW DC500R,866.56,1920.0,,2.5,SATA 6.0 Gb/s
SSD,Kingston DC450R,591.19,480.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO XMN,407.26,500.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO XPN,549.51,2000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO XPN,888.91,1000.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO XPN,472.25,512.0,,M.2-2280,M.2 PCIe 3.0 X4
SSD,VisionTek PRO HXS,389.93,500.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO XMN,228.22,250.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO ECS,1505.02,2000.0,,2.5,SATA 6.0 Gb/s
SSD,Centon MP Essential,419.74,480.0,,2.5,SATA 6.0 Gb/s
SSD,Angelbird AV PRO MK3,1728.87,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Angelbird AV PRO XT,1863.15,500.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek PRO,216.61,250.0,,2.5,SATA 6.0 Gb/s
SSD,V7 V7SSD240GBS25U,143.16,240.0,,2.5,SATA 6.0 Gb/s
SSD,V7 V7SSD480GBS25U,297.42,480.0,,2.5,SATA 6.0 Gb/s
SSD,V7 V7SSD512GBS25U,225.19,512.0,,2.5,SATA 6.0 Gb/s
SSD,V7 V7SSD1TBS25U,389.93,1000.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4520,401.63,240.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4520,1230.57,1920.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4610,2418.46,3800.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4610,1494.88,1920.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4620,1401.47,1920.0,,2.5,SATA 6.0 Gb/s
SSD,Intel D3-S4620,693.93,480.0,,2.5,SATA 6.0 Gb/s
SSD,Micron 5210 ION,1555.55,1920.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek DLX4,420.26,1000.0,,M.2-2230,M.2 PCIe 4.0 X4
SSD,Transcend 830S,476.59,1000.0,,M.2-2280,M.2 SATA
SSD,VisionTek 900981,646.31,1000.0,,2.5,SATA 6.0 Gb/s
SSD,VisionTek 900982,1250.68,2000.0,,2.5,SATA 6.0 Gb/s
SSD,Lenovo S4520,1295.57,480.0,,2.5,SATA 6.0 Gb/s
SSD,ADATA XPG GAMMIX S70 Blade,3466.36,8000.0,,M.2-2280,M.2 PCIe 4.0 X4
