name,price,capacity,price_per_gb,type,cache,form_factor,interface
Seagate Enterprise Capacity,901.22,1000.0,0.208,7200,128.0,2.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,1195.99,1200.0,0.23,10000,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,918.12,1800.0,0.118,10000,256.0,3.5,SAS 12.0 Gb/s
Seagate Nytro Enterprise,2513.14,960.0,0.604,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,600.12,300.0,0.462,15000,256.0,2.5,SAS 12.0 Gb/s
Plextor M8VC,437.59,128.0,0.789,SSD,256.0,2.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,1169.87,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,844.89,8000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
VisionTek PRO,939.91,1000.0,0.217,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,1408.22,8000.0,0.041,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate ST500VM000,177.65,500.0,0.082,5900,64.0,3.5,SATA 6.0 Gb/s
VisionTek 900802,302.01,256.0,0.272,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO,289.57,240.0,0.278,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4510,801.6,960.0,0.193,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S4600,1453.29,1900.0,0.177,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S4500,1035.59,960.0,0.249,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,4194.34,10000.0,0.097,7200,256.0,3.5,SAS 12.0 Gb/s
Kingston SSDNOW DC500M,563.25,480.0,0.271,SSD,,2.5,SATA 6.0 Gb/s
Mushkin RAW,433.26,500.0,0.2,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3500,576.29,240.0,0.554,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3520,953.26,480.0,0.458,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO HXS,217.39,256.0,0.196,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO XMN,173.28,256.0,0.156,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO HXS,756.67,1000.0,0.175,SSD,,2.5,SATA 6.0 Gb/s
Transcend 220S,952.83,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300,1295.57,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
VisionTek PRO,1083.21,2000.0,0.125,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,589.24,2000.0,0.068,7200,256.0,3.5,SATA 6.0 Gb/s
Klevv NEO N610,169.07,256.0,0.152,SSD,,2.5,SATA 6.0 Gb/s
Timetec 30TT253X2,284.03,1000.0,0.066,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,1761.23,14000.0,0.029,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba X300,1065.79,6000.0,0.041,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,1408.22,8000.0,0.041,7200,128.0,3.5,SATA 6.0 Gb/s
V7 V7SSD1TBM2SU,381.26,1000.0,0.088,SSD,,M.2-2280,M.2 SATA
V7 V7SSD1TBNV3U,394.26,1000.0,0.091,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4520,610.95,240.0,0.588,SSD,,M.2-2280,M.2 SATA
Inland TN436,381.26,1000.0,0.088,SSD,,M.2-2230,M.2 PCIe 4.0 X4
NEMIX RAM NEMESIS,1382.18,4000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTE245S,1603.17,4000.0,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend 830S,268.6,512.0,0.121,SSD,,M.2-2280,M.2 SATA
OWC Mercury Electra 6G,515.58,1000.0,0.119,SSD,,2.5,SATA 6.0 Gb/s
OWC Mercury Electra 6G,866.56,2000.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
Lenovo S4520,2741.53,1920.0,0.33,SSD,,2.5,SATA 6.0 Gb/s
AGI AI818,1152.88,2000.0,0.133,SSD,,M.2-2280,M.2 PCIe 4.0 X4
AGI AI198,946.72,1000.0,0.218,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland TN446,238.27,512.0,0.107,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Patriot VP4000 Mini,346.55,1000.0,0.08,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Intel DC P3700,514.5,400.0,0.297,SSD,,2.5,U.2
Seagate FireCuda 520N,511.29,1000.0,0.118,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Patriot VP4000 Mini,758.23,2000.0,0.087,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Samsung Spinpoint M5,147.11,160.0,0.212,5400,8.0,2.5,PATA 44-Pin 100
Seagate Nytro Enterprise,3028.77,1920.0,0.364,SSD,,2.5,SAS 12.0 Gb/s
Intel DC S3710,835.75,800.0,0.241,SSD,,2.5,SATA 6.0 Gb/s
KingSpec NX-2230,194.94,512.0,0.088,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Lexar PLAY,389.93,1000.0,0.09,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Toshiba MKx001GRZB,1668.2,100.0,3.85,SSD,,2.5,SAS 6.0 Gb/s
Seagate ST500LT032,267.3,500.0,0.123,5400,16.0,2.5,SATA 6.0 Gb/s
Transcend TS256GMSA370,2067.92,256.0,1.864,SSD,,mSATA,mSATA
Intel 535,688.95,120.0,1.325,SSD,,M.2-2280,M.2 SATA
Seagate Enterprise,1627.56,8000.0,0.047,7200,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,569.01,300.0,0.438,15000,256.0,2.5,SAS 12.0 Gb/s
Toshiba S300,467.92,4000.0,0.027,5400,128.0,3.5,SATA 6.0 Gb/s
Lenovo 5300,2546.07,960.0,0.612,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO,216.61,250.0,0.2,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO HXS,1105.26,2000.0,0.128,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power XD80,1232.35,1000.0,0.284,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO,593.58,1000.0,0.137,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,2760.08,16000.0,0.04,7200,512.0,3.5,SAS 12.0 Gb/s
Western Digital SN530,1399.69,1024.0,0.315,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Intel D3-S4520,591.02,480.0,0.284,SSD,,M.2-2280,M.2 SATA
Fantom Drives VENOM8 PS5,474.25,1000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX4 Pro,872.88,2000.0,0.101,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG09 512e,1148.2,12000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Titanium Micro PD560,563.25,2000.0,0.065,SSD,,2.5,SATA 6.0 Gb/s
Western Digital RE4-GP,981.12,2000.0,0.113,5900,64.0,3.5,SATA 3.0 Gb/s
Western Digital RE3,263.14,750.0,0.081,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,649.69,750.0,0.2,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,259.98,750.0,0.08,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,658.75,640.0,0.238,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,305.87,320.0,0.221,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,112.61,320.0,0.081,5400,8.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.C,1213.02,750.0,0.373,7200,32.0,3.5,SATA 3.0 Gb/s
Intel X25-M,1299.9,160.0,1.875,SSD,,2.5,SATA 3.0 Gb/s
Intel 320,838.57,160.0,1.21,SSD,,2.5,SATA 3.0 Gb/s
Hitachi 0Y30055,584.96,500.0,0.27,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation,517.58,160.0,0.747,7200,32.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,125.44,160.0,0.181,7200,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,649.95,500.0,0.3,5400,32.0,2.5,SATA 3.0 Gb/s
Intel 320,887.75,160.0,1.281,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,325.19,500.0,0.15,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,457.78,500.0,0.211,7200,16.0,2.5,SATA 3.0 Gb/s
Intel 330,684.09,180.0,0.877,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Extreme,1299.86,480.0,0.625,SSD,,2.5,SATA 6.0 Gb/s
Western Digital AV-25,476.63,250.0,0.44,5400,16.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,693.24,120.0,1.333,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus XT,812.44,500.0,0.375,7200,32.0,2.5,SATA 3.0 Gb/s
Crucial M4,1636.88,256.0,1.476,SSD,,mSATA,mSATA
Seagate Constellation ES.3,796.19,4000.0,0.046,7200,128.0,3.5,SAS 6.0 Gb/s
Intel DC S3500,615.29,160.0,0.887,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,397.55,250.0,0.367,5400,8.0,2.5,SATA 6.0 Gb/s
Toshiba MG03SCA,200.18,1000.0,0.046,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,433.26,1000.0,0.1,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,541.62,3000.0,0.042,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,520.52,500.0,0.24,7200,64.0,3.5,SAS 6.0 Gb/s
Kingston KC300,866.56,240.0,0.833,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC300,1343.19,480.0,0.646,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation Product Series:ES.3,758.28,4000.0,0.044,7200,128.0,3.5,SAS 6.0 Gb/s
Western Digital WDBMYH5000ANC-NRSN,299.45,500.0,0.138,5400,8.0,2.5,SATA 3.0 Gb/s
Crucial M500,2113.51,480.0,1.016,SSD,,mSATA,mSATA
IBM 43X0805,862.27,300.0,0.663,15000,16.0,3.5,SAS 3.0 Gb/s
Kingston SSDNow KC300,522.21,180.0,0.67,SSD,,2.5,SATA 6.0 Gb/s
IBM 90Y8572,1750.19,2000.0,0.202,7200,,3.5,SAS 6.0 Gb/s
Crucial M550,1636.88,128.0,2.951,SSD,,mSATA,mSATA
Seagate 1200 SSD,974.92,200.0,1.125,SSD,,2.5,SAS 12.0 Gb/s
Transcend MTS800,606.36,256.0,0.547,SSD,,M.2-2280,M.2 SATA
Seagate ST320LM010,325.93,320.0,0.235,7200,32.0,2.5,SATA 6.0 Gb/s
Seagate Savvio 15K.3,526.24,300.0,0.405,15000,64.0,2.5,SAS 6.0 Gb/s
Seagate ST2000NM0054,541.62,2000.0,0.062,7200,128.0,3.5,SAS 12.0 Gb/s
Intel DC P3600,1992.05,400.0,1.149,SSD,,2.5,U.2
Seagate ST2000NX0273,1061.58,2000.0,0.122,7200,128.0,2.5,SAS 12.0 Gb/s
Seagate ST6000NM0104,771.27,6000.0,0.03,7200,128.0,3.5,SATA 6.0 Gb/s
VisionTek Go Drive,1439.81,1000.0,0.332,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,294.17,320.0,0.212,7200,32.0,2.5,SATA 6.0 Gb/s
Crucial MX200,1420.23,250.0,1.311,SSD,,mSATA,mSATA
Crucial MX200,1637.74,500.0,0.756,SSD,,mSATA,mSATA
Transcend TS512GMSA370,1362.12,512.0,0.614,SSD,,mSATA,mSATA
VisionTek Go Drive,1524.13,480.0,0.733,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3710,929.21,200.0,1.072,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST1000NX0333,435.6,1000.0,0.101,7200,128.0,2.5,SAS 12.0 Gb/s
Seagate ST2000NX0343,1602.99,2000.0,0.185,7200,128.0,2.5,SAS 12.0 Gb/s
Intel 535,1326.33,240.0,1.275,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,1295.57,360.0,0.831,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST1000NX0373,308.64,1000.0,0.071,7200,128.0,2.5,SAS 12.0 Gb/s
Mushkin Atlas Vital,454.23,250.0,0.419,SSD,,M.2-2280,M.2 SATA
ADATA XPG SX930,993.43,120.0,1.911,SSD,,2.5,SATA 6.0 Gb/s
Transcend TS512GSSD370S,953.22,512.0,0.43,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,1642.21,6000.0,0.063,7200,128.0,3.5,SATA 6.0 Gb/s
Intel 540s,1039.88,360.0,0.667,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,693.24,180.0,0.889,SSD,,M.2-2280,M.2 SATA
Intel 750,2058.18,1200.0,0.396,SSD,,2.5,U.2
Intel 750,1148.24,400.0,0.662,SSD,,2.5,U.2
Intel 750,1559.75,800.0,0.45,SSD,,2.5,U.2
Intel Pro 5400s,736.83,120.0,1.417,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,194.98,250.0,0.18,7200,16.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,954.56,8000.0,0.028,5400,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,974.92,6000.0,0.037,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0F22941,758.28,4000.0,0.044,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He8,4127.44,6000.0,0.159,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He8,1562.05,6000.0,0.06,7200,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0F27406,558.96,8000.0,0.016,7200,256.0,3.5,SAS 12.0 Gb/s
VisionTek PRO,569.96,500.0,0.263,SSD,,M.2-2280,M.2 SATA
VisionTek PRO,990.05,1000.0,0.228,SSD,,M.2-2280,M.2 SATA
Seagate Enterprise Performance,407.26,300.0,0.313,10000,128.0,2.5,SAS 12.0 Gb/s
Western Digital AV,116.99,320.0,0.084,5400,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,693.28,4000.0,0.04,7200,128.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,862.27,6000.0,0.033,7200,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,541.62,600.0,0.208,10000,128.0,2.5,SAS 12.0 Gb/s
Toshiba MG05ACA800E,1577.56,8000.0,0.046,7200,128.0,3.5,SATA 6.0 Gb/s
Kingston SSDNOW DC500R,866.56,1920.0,0.104,SSD,,2.5,SATA 6.0 Gb/s
Kingston DC450R,591.19,480.0,0.284,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO XMN,407.26,500.0,0.188,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO XPN,549.51,2000.0,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO XPN,888.91,1000.0,0.205,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO XPN,472.25,512.0,0.213,SSD,,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO HXS,389.93,500.0,0.18,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO XMN,228.22,250.0,0.211,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO ECS,1505.02,2000.0,0.174,SSD,,2.5,SATA 6.0 Gb/s
Centon MP Essential,419.74,480.0,0.202,SSD,,2.5,SATA 6.0 Gb/s
Angelbird AV PRO MK3,1728.87,1000.0,0.399,SSD,,2.5,SATA 6.0 Gb/s
Angelbird AV PRO XT,1863.15,500.0,0.86,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG08,1711.54,14000.0,0.028,7200,512.0,3.5,SATA 6.0 Gb/s
VisionTek PRO,216.61,250.0,0.2,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,1122.25,6000.0,0.043,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda ES.2,346.55,250.0,0.32,7200,32.0,3.5,SATA 3.0 Gb/s
V7 V7SSD240GBS25U,143.16,240.0,0.138,SSD,,2.5,SATA 6.0 Gb/s
V7 V7SSD480GBS25U,297.42,480.0,0.143,SSD,,2.5,SATA 6.0 Gb/s
V7 V7SSD512GBS25U,225.19,512.0,0.102,SSD,,2.5,SATA 6.0 Gb/s
V7 V7SSD1TBS25U,389.93,1000.0,0.09,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4520,401.63,240.0,0.386,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4520,1230.57,1920.0,0.148,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4610,2418.46,3800.0,0.147,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4610,1494.88,1920.0,0.18,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4620,1401.47,1920.0,0.168,SSD,,2.5,SATA 6.0 Gb/s
Intel D3-S4620,693.93,480.0,0.334,SSD,,2.5,SATA 6.0 Gb/s
Micron 5210 ION,1555.55,1920.0,0.187,SSD,,2.5,SATA 6.0 Gb/s
VisionTek DLX4,420.26,1000.0,0.097,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Transcend 830S,476.59,1000.0,0.11,SSD,,M.2-2280,M.2 SATA
VisionTek 900981,646.31,1000.0,0.149,SSD,,2.5,SATA 6.0 Gb/s
VisionTek 900982,1250.68,2000.0,0.144,SSD,,2.5,SATA 6.0 Gb/s
Lenovo S4520,1295.57,480.0,0.623,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S70 Blade,3466.36,8000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
