name,price,capacity,price_per_gb,type,cache,form_factor,interface
PNY XLR8 CS3140 w/Heatsink,2721.34,2000.0,0.314,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7,1936.81,4000.0,0.112,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black,1020.33,6000.0,0.039,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,1516.55,12000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Corsair CSSD-F4000GBMP600PXT,1737.49,4000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTE240S,260.46,500.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung PM893,333.42,240.0,0.321,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 7K1000.C,327.7,1000.0,0.076,7200,32.0,3.5,SATA 3.0 Gb/s
Mushkin Source HC,4669.2,8000.0,0.135,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,313.32,500.0,0.145,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate IronWolf NAS,775.56,8000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Create Classic DL,571.91,2000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NQ100,433.26,1920.0,0.052,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300 Pro,1312.86,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,337.76,3000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Inland TN320,519.92,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,991.3,10000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot Viper VP4300,736.57,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston Q500,139.83,240.0,0.134,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,632.62,4000.0,0.036,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba P300,319.13,2000.0,0.037,5400,256.0,3.5,SATA 6.0 Gb/s
Intel 760p,472.3,1000.0,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink A93 PS5,365.88,1000.0,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket Q4,566.93,1000.0,0.131,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 850,257.12,512.0,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Scorpio Blue,99.66,160.0,0.144,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,129.95,250.0,0.12,5400,8.0,2.5,SATA 3.0 Gb/s
ADATA XPG GAMMIX S11 Pro,1038.49,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SV35.5,135.8,500.0,0.063,5900,16.0,3.5,SATA 3.0 Gb/s
ADATA Falcon,657.14,1000.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Acer SA100,121.28,240.0,0.117,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,107.89,256.0,0.097,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,862.27,10000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
PNY CS900,1388.51,4000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red SN700,316.92,250.0,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Gold,1386.52,14000.0,0.023,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,563.25,4000.0,0.032,7200,128.0,3.5,SATA 6.0 Gb/s
TEAMGROUP GX1,186.28,240.0,0.179,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,324.28,500.0,0.15,10000,64.0,3.5,SATA 6.0 Gb/s
Inland Prime,606.58,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV7000-t,714.9,2000.0,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F1 DT,433.26,1000.0,0.1,7200,32.0,3.5,SATA 3.0 Gb/s
ADATA Ultimate SU650,135.06,240.0,0.13,SSD,,M.2-2280,M.2 SATA
Western Digital Ultrastar DC HC520,1334.26,12000.0,0.026,7200,,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1024.84,4000.0,0.059,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Red SA500,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 SATA
Toshiba X300 Pro,554.58,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,371.03,1000.0,0.086,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,844.89,6000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,1035.28,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Aluminum,649.91,2000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,732.28,3000.0,0.056,5400,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda Pro,658.57,6000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Kingston KC600,146.41,256.0,0.132,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,86.57,320.0,0.062,5400,16.0,2.5,SATA 6.0 Gb/s
Netac NV7000-t,446.26,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi3000,199.79,256.0,0.18,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec VP101,1018.21,2000.0,0.117,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate SkyHawk Surveillance +Rescue,606.58,6000.0,0.023,5400,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP GX2,446.26,2000.0,0.051,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD230S,1819.82,4000.0,0.105,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,736.57,2000.0,0.085,SSD,,M.2-2280,M.2 SATA
Kingston A400,220.94,480.0,0.106,SSD,,M.2-2280,M.2 SATA
Western Digital Caviar Green,303.22,1500.0,0.047,5400,64.0,3.5,SATA 3.0 Gb/s
Verbatim Vi560,159.28,512.0,0.072,SSD,,M.2-2280,M.2 SATA
Western Digital Scorpio Blue,121.28,80.0,0.35,5400,8.0,2.5,SATA 3.0 Gb/s
Nextorage NN5PRO,1733.16,2000.0,0.2,SSD,4096.0,M.2-2280,M.2 PCIe 4.0 X8
Western Digital Caviar Blue,223.58,250.0,0.206,7200,8.0,3.5,SATA 3.0 Gb/s
Western Digital Red,1018.26,8000.0,0.029,5400,256.0,3.5,SATA 6.0 Gb/s
PNY CS2130,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4610,4939.62,7680.0,0.148,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red,528.63,2000.0,0.061,5400,64.0,3.5,SATA 6.0 Gb/s
Transcend TS64GSSD370S,207.94,64.0,0.75,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Pilot-E,444.61,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intenso 3812440,116.77,256.0,0.105,SSD,,2.5,SATA 6.0 Gb/s
Toshiba AL13SEB600,77.34,600.0,0.03,10500,64.0,2.5,SAS 6.0 Gb/s
TEAMGROUP A440 Lite,337.89,1000.0,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk AI,866.56,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red SN700,866.56,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 250H,944.68,2000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S50 Lite,1299.9,2000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG08ADA800E,818.89,8000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,380.13,4000.0,0.022,7200,128.0,3.5,SATA 6.0 Gb/s
Patriot P300,224.93,512.0,0.101,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,156.72,500.0,0.072,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate Enterprise,996.59,12000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP GX2,116.9,256.0,0.105,SSD,,2.5,SATA 6.0 Gb/s
Transcend 110S,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Platinum,1949.81,4000.0,0.112,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,233.98,320.0,0.169,7200,16.0,3.5,SATA 6.0 Gb/s
SanDisk X400,710.61,128.0,1.281,SSD,,M.2-2280,M.2 SATA
Gigabyte GP-GSM2NE3100TNTD,558.96,1000.0,0.129,SSD,,M.2-2280,M.2 PCIe 3.0 X4
GOODRAM CL100 gen.3,335.29,960.0,0.081,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,1213.2,16000.0,0.017,7200,512.0,3.5,SAS 12.0 Gb/s
Sabrent Rocket 4.0,173.28,256.0,0.156,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Micron 9300 Pro,3076.43,7680.0,0.092,SSD,,2.5,U.2
Seagate IronWolf Pro,1078.92,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Nextorage G-Series LE,628.24,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX4,823.18,2000.0,0.095,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Western Digital Purple Pro,1044.04,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba PH3500U-1I72,732.28,5000.0,0.034,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,394.87,250.0,0.365,SSD,,2.5,SATA 6.0 Gb/s
Patriot P300,351.58,1000.0,0.081,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,316.31,2000.0,0.036,5400,64.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra II,981.38,960.0,0.236,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,385.64,1500.0,0.059,7200,32.0,3.5,SATA 3.0 Gb/s
SanDisk X400,1078.92,512.0,0.486,SSD,,M.2-2280,M.2 SATA
SK Hynix SL308,303.31,250.0,0.28,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X600,3726.38,1000.0,0.86,SSD,,M.2-2280,M.2 SATA
Transcend 110S,216.43,512.0,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Gaming Performance Plus,402.93,1000.0,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM8,628.03,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,305.26,500.0,0.141,5400,32.0,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar He8,1338.9,8000.0,0.039,7200,128.0,3.5,SATA 6.0 Gb/s
PNY CS2130,981.9,2000.0,0.113,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Pro,1464.08,18000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,303.27,3000.0,0.023,5400,128.0,3.5,SATA 6.0 Gb/s
Seagate ST2000NX0253,599.86,2000.0,0.069,7200,128.0,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO w/Heatsink,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
OCZ Colossus 2,4311.34,460.0,2.163,SSD,,3.5,SATA 3.0 Gb/s
Western Digital Gold,894.55,10000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Timetec 35TTQNM2SATA,467.92,2000.0,0.054,SSD,,M.2-2280,M.2 SATA
KingSpec NXM,186.28,512.0,0.084,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Hitachi Ultrastar 7K3000,360.85,2000.0,0.042,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,1031.21,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,483.74,1000.0,0.112,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,992.26,3000.0,0.076,5400,64.0,3.5,SATA 3.0 Gb/s
Crucial M500,727.9,240.0,0.7,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX300,1163.15,2050.0,0.131,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3030,1295.57,2000.0,0.149,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E8 512e,1146.08,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,413.84,300.0,0.318,10000,16.0,3.5,SATA 3.0 Gb/s
Seagate IronWolf NAS,411.59,3000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,1361.47,18000.0,0.017,7200,256.0,3.5,SAS 12.0 Gb/s
Toshiba MG07ACA12TE,1169.87,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,1451.51,18000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,422.25,2000.0,0.049,7200,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA100N,338.23,1000.0,0.078,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,381.26,3000.0,0.029,5400,64.0,3.5,SATA 6.0 Gb/s
Inland Gaming Performance Plus,649.91,2000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation ES,220.98,1000.0,0.051,7200,64.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket Q,3535.77,4000.0,0.204,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO XT,779.9,2000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000,229.61,512.0,0.103,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Hitachi Travelstar Z5K500,649.95,500.0,0.3,5400,8.0,2.5,SATA 3.0 Gb/s
Addlink S95,4048.93,8000.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,346.6,3000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital RE,467.92,5000.0,0.022,7200,128.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX8100,329.7,512.0,0.149,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba XG6,238.32,512.0,0.107,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin ELEMENT,792.9,2000.0,0.091,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,1299.86,16000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,1819.82,20000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro Compute,124.49,500.0,0.057,7200,128.0,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4.0,433.26,1000.0,0.1,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Crucial MX200,1723.54,500.0,0.796,SSD,,M.2-2260,M.2 SATA
Toshiba N300 Pro,1033.16,10000.0,0.024,7200,512.0,3.5,SATA 6.0 Gb/s
Intel DC P3600,2122.04,400.0,1.224,SSD,,PCIe,PCIe x4
Western Digital Purple,1256.48,12000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Gigabyte M30,298.46,512.0,0.135,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN500,385.55,250.0,0.356,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Seagate Exos 7E10 512n,853.6,6000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300,389.93,1000.0,0.09,5700,64.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda LP,514.63,2000.0,0.059,5900,32.0,3.5,SATA 3.0 Gb/s
Intel 530,862.27,240.0,0.829,SSD,,2.5,SATA 6.0 Gb/s
Toshiba OCZ TR200,476.63,480.0,0.229,SSD,,2.5,SATA 6.0 Gb/s
Transcend 220S,194.25,256.0,0.175,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV7000,437.59,1000.0,0.101,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Netac NV7000-t,298.89,512.0,0.135,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance +Rescue,779.9,8000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,823.23,10000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Game Drive,465.93,1000.0,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda,385.64,500.0,0.178,,,2.5,SATA 6.0 Gb/s
HP EX950,779.9,2000.0,0.09,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 220S,420.99,1000.0,0.097,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750 Rev2,1772.2,2000.0,0.204,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston DC500M,3399.11,3840.0,0.204,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,385.64,80.0,1.113,5400,8.0,2.5,SATA 1.5 Gb/s
Hitachi 7K1000.C,512.07,500.0,0.236,7200,16.0,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar 7K3000,683.7,3000.0,0.053,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Enterprise Capacity,478.15,4000.0,0.028,7200,128.0,3.5,SATA 6.0 Gb/s
TEAMGROUP GX1,320.56,480.0,0.154,SSD,,2.5,SATA 6.0 Gb/s
Apacer AS340 PANTHER,127.56,120.0,0.245,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,1683.02,2000.0,0.194,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP S700,183.76,250.0,0.17,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 CORE MINI,346.55,1000.0,0.08,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Intel DC P4510,747.4,2000.0,0.086,SSD,,2.5,U.2
Patriot P400 Lite,1013.88,4000.0,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 525,2023.64,2000.0,0.234,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend 250H,1880.48,4000.0,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK SN770M,337.89,500.0,0.156,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital RE,446.08,3000.0,0.034,7200,64.0,3.5,SATA 6.0 Gb/s
Inland Premium,1213.24,4000.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S770,1256.53,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea Zero Z340,1135.2,1000.0,0.262,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,1003.44,3000.0,0.077,5400,128.0,2.5,SATA 6.0 Gb/s
Transcend SSD230S,173.28,256.0,0.156,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP CX1,138.61,480.0,0.067,SSD,,2.5,SATA 6.0 Gb/s
Samsung PM893,813.52,960.0,0.196,SSD,,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO w/Heatsink,736.57,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend 250S,1542.94,4000.0,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,274.89,1000.0,0.063,5400,32.0,3.5,SATA 3.0 Gb/s
Addlink S20,281.56,1000.0,0.065,SSD,,2.5,SATA 6.0 Gb/s
Crucial M500,2144.84,960.0,0.516,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk,619.62,6000.0,0.024,5900,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,1048.54,10000.0,0.024,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba N300,1378.89,12000.0,0.027,7200,,3.5,SATA 6.0 Gb/s
Kingston SSDNow KC400,324.89,128.0,0.586,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG09 512e,1299.86,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Timetec 35TTQNM2SATA,271.03,1000.0,0.063,SSD,,M.2-2280,M.2 SATA
PNY XLR8 CS3040,1429.85,2000.0,0.165,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NQ100,298.98,960.0,0.072,SSD,,2.5,SATA 6.0 Gb/s
Addlink A93 PS5,1076.49,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power Slim S55,113.57,240.0,0.109,SSD,,2.5,SATA 6.0 Gb/s
Patriot Viper VPN110,770.97,2000.0,0.089,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink S90 Lite,335.55,1000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WDBMMA0030HNC-NRSN,281.56,3000.0,0.022,5400,64.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX8100,2166.46,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lenovo S4520,1737.19,960.0,0.418,SSD,,3.5,SATA 6.0 Gb/s
Lexar NS100,563.25,2000.0,0.065,SSD,,2.5,SATA 6.0 Gb/s
Intel 320,316.31,40.0,1.825,SSD,,2.5,SATA 3.0 Gb/s
Sabrent Rocket Q4,1083.21,2000.0,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba S300,424.59,2000.0,0.049,5400,128.0,3.5,SATA 6.0 Gb/s
Fantom Drives VENOM8,1299.68,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTE245S,476.59,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,1020.94,600.0,0.393,10000,32.0,3.5,SATA 6.0 Gb/s
Western Digital Green,931.6,6000.0,0.036,5400,64.0,3.5,SATA 6.0 Gb/s
Intel DC S3610,1581.54,800.0,0.456,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple,1083.21,8000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot Viper VP4300 Lite,203.61,500.0,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte Gen3 2500E,1269.48,2000.0,0.146,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital RE3,108.28,250.0,0.1,7200,16.0,3.5,SATA 3.0 Gb/s
Intel 530,373.37,120.0,0.718,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,253.05,750.0,0.078,7200,16.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,584.91,4000.0,0.034,5900,64.0,3.5,SATA 6.0 Gb/s
Hitachi HDN724040ALE640,473.73,4000.0,0.027,7200,,3.5,SATA 6.0 Gb/s
Kingston DC1000B,335.59,240.0,0.323,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend SSD230S,741.29,2000.0,0.086,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power Slim S55,114.95,240.0,0.111,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MQ04ABD200,302.79,2000.0,0.035,5400,128.0,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,316.22,2000.0,0.036,5400,256.0,3.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO w/Heatsink,281.56,512.0,0.127,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk AI,1039.88,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA400N,498.21,4000.0,0.029,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Black2,1083.21,1000.0,0.25,,,2.5,SATA 6.0 Gb/s
Intel SSDMCEAW120A401,259.98,120.0,0.5,SSD,,mSATA,mSATA
Transcend TS120GSSD220S,97.84,120.0,0.188,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3040,324.98,500.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red,619.58,1000.0,0.143,5400,16.0,2.5,SATA 6.0 Gb/s
Intel 750,2162.17,400.0,1.248,SSD,,PCIe,PCIe x4
Hitachi 0F23663,4159.68,6000.0,0.16,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,1291.02,10000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Timetec 35TTQNM2SATA,167.51,512.0,0.076,SSD,,M.2-2280,M.2 SATA
Western Digital Caviar Blue,699.91,1000.0,0.162,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda LP,558.96,1000.0,0.129,5900,32.0,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar,216.65,1000.0,0.05,7200,32.0,3.5,SATA 6.0 Gb/s
PNY CS2142,329.22,1000.0,0.076,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Corsair MP600 MINI,389.93,1000.0,0.09,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Intel D3-S4510,1906.48,3840.0,0.115,SSD,,2.5,SATA 6.0 Gb/s
Addlink A95,374.54,1000.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,862.27,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max RGB Lite,212.27,512.0,0.096,SSD,,2.5,SATA 6.0 Gb/s
Intel 545s,197.5,256.0,0.178,SSD,,M.2-2280,M.2 SATA
TEAMGROUP GX1,121.32,120.0,0.233,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750 Rev2,324.89,500.0,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
NEMIX RAM NEMESIS,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300 Pro,905.55,8000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba P300,732.28,3000.0,0.056,7200,64.0,3.5,SATA 6.0 Gb/s
Intel D3-S4510,342.31,480.0,0.165,SSD,,2.5,SATA 6.0 Gb/s
Hitachi A7K1000-750,162.75,750.0,0.05,7200,32.0,3.5,SATA 3.0 Gb/s
Intel 600p,818.94,1000.0,0.189,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 1100,1208.91,2000.0,0.139,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,1061.58,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,996.55,10000.0,0.023,7200,,3.5,SATA 6.0 Gb/s
Toshiba L200,246.89,1000.0,0.057,5400,128.0,2.5,SATA 6.0 Gb/s
Intel 520,1214.97,120.0,2.337,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P3700,1507.88,800.0,0.435,SSD,,2.5,U.2
Seagate SkyHawk AI,1845.64,14000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Intenso High Performance,175.36,480.0,0.084,SSD,,2.5,SATA 6.0 Gb/s
Inland TN325,411.59,1000.0,0.095,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Toshiba N300 Pro,1338.85,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
